PUBLICATION_DATE,UID,AA_CENTER_LAT,AA_CENTER_LON,AGGR_ECO3_2015,AGGR_ECO3_NM_2015,AGGR_ECO9_2015,AGGR_ECO9_NM_2015,ANALYSIS_LAT,ANALYSIS_LON,CLASS_DESIGN_FWSST,CLASS_FIELD_FWSST,CLASS_FIELD_HGM,COE_REGION,COE_SUBREG,COUNTY,DATE_COL,DESIGN_ID,ECO_X_ST,ECO_X_WETGRP,EPA_REG,FED_NONFED,FIP,HUC10,HUC10_NAME,LRR_NAME,LRRSYM,MAJ_RIVER_BASIN,MDCATY,MLRA_ID,MLRA_NAME,NEP_AREA,NEP_NAME,NWCA_ECO4,NWCA_WET_GRP,PAD_AREA,PAD_NAME,PAD_OWN_NAME,PAD_OWN_TYPE,PANEL,PH2_WGTCAT,PHYS_REG,REF_NWCA,REFPLUS_NWCA,SANDT_COAST_REG,SANDT_FIELD_GRPS,SANDT_RSTUDY,SITE_ID,SITE_USE,SITESAMP,ST_FIP,STATE,STATE_NAME,STATUS_11,STRATUM,TNT_11,US_L3CODE_2015,US_L3NAME_2015,US_L4CODE_2015,US_L4NAME_2015,USAC_REGION,VALXSITE,VISIT_NO,WGT_11,WGT_PH1_11,WGT_PH2_11,XCOORD,XSTATUS,YCOORD,SAMPLE_TYPE
8/13/2015,3752,39.62231,-75.76266,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,39.62278169,-75.76289573,PSS,PFO,DPRSS,Eastern Mountains and Piedmont,LRR S (MLRA 148),New Castle,30-Aug-11,NWCA11-1225,CPL-PW,CPL-PRLW,3,Non Federal,10003,204020505,Christina River,Northern Atlantic Slope Diversified Farming Region,S,Mid Atlantic,PSS,253,Northern Piedmont,YES,Delaware Estuary,CPL,PRLW,NO,,,,OverSamp,DE,13,I,I,North East Coast Region,PW,Coastal Watersheds,NWCA11-1225,NWCA_PROBABILITY,YES,10,DE,Delaware,Target_Sampled,DE,Target,65,Southeastern Plains,65n,Chesapeake Rolling Coastal Plain,E_MTNS,PFO,1,3145.33581,89.27548,35.2318,1708536.805,RELOCATED_POINT_SAMPLEABLE,420526.862,SITEINFO
8/13/2015,3753,29.87647183,-94.17173248,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,29.87647183,-94.17173248,PF,PSS,FLATS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 150A),Jefferson,2-Aug-11,NWCA11-2597,CPL-PW,CPL-PRLW,6,Non Federal,48245,1204020101,Lower Neches Valley Authority Canal-Taylor Bayou,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Texas Gulf,PF,256,Gulf Coast Prairies,NO,,CPL,PRLW,NO,,,,OverSamp,TX,13,I,I,Gulf Coast Region,PW,Coastal Watersheds,NWCA11-2597,NWCA_PROBABILITY,YES,48,TX,Texas,Target_Sampled,TX,Target,34,Western Gulf Coastal Plain,34a,Northern Humid Gulf Coastal Prairies,CSTL_PLAIN,PSS,1,109498.3239,77.35837,1415.46836,176466.269,POINT_SAMPLEABLE,-849420.236,SITEINFO
8/13/2015,3755,29.64107064,-94.15588663,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,29.64107064,-94.15588663,E2EM,E2EM,FLATS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 151),Jefferson,8-Aug-11,NWCA11-2549,E2EM,ALL-EH,6,FWS,48245,1204020103,Salt Bayou,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Texas Gulf,E2EM,258,Gulf Coast Marsh,NO,,CPL,EH,YES,Mcfaddin National Wildlife Refuge,Fish and Wildlife Service (FWS),Federal,Base,TX,36,L,MIN,Gulf Coast Region,E2EM,Coastal Watersheds,NWCA11-2549,NWCA_PROBABILITY,YES,48,TX,Texas,Target_Sampled,TX,Target,34,Western Gulf Coastal Plain,34g,Texas-Louisiana Coastal Marshes,CSTL_PLAIN,E2EM,1,12765.33457,9.24659,1380.54522,178502.139,POINT_SAMPLEABLE,-875494.286,SITEINFO
8/13/2015,3790,45.22888,-67.67751,EHIGH,Eastern Highlands,NAP,Northern Appalachians,45.22888,-67.67751,,PEM,RIVERINE,Northcentral and Northeast,LRR R (MLRA 143),Washington,10-Aug-11,,EMU-PH,EMU-PRLH,1,Non Federal,23029,105000104,Big Musquash Stream,Northeastern Forage and Forest Region,R,New England,,247,Northeastern Mountains,NO,,EMU,PRLH,NO,,,,,,,L,MIN,North East Coast Region,PH,Coastal Watersheds,NWCA11-R123,NWCA_NOT_PROBABILITY,YES,23,ME,Maine,,,,82,Acadian Plains and Hills,82c,Eastern Maine-Southern New Brunswick Plains,NE,PEM,1,,,,,POINT_SAMPLEABLE,,SITEINFO
8/13/2015,3791,44.8975,-68.74052,EHIGH,Eastern Highlands,NAP,Northern Appalachians,44.8975,-68.74052,,PSS,DPRSS,Northcentral and Northeast,LRR R (Excluding MLRA 143),Penobscot,11-Aug-11,,EMU-PW,EMU-PRLW,1,Non Federal,23019,102000505,Stillwater River,Northeastern Forage and Forest Region,R,New England,,249,"New England and Eastern New York Upland, Northern Part",NO,,EMU,PRLW,YES,Grassy Ledge,State Fish and Wildlife,State,,,,L,MIN,North East Coast Region,PW,Coastal Watersheds,NWCA11-R131,NWCA_NOT_PROBABILITY,YES,23,ME,Maine,,,,82,Acadian Plains and Hills,82h,Penobscot Lowlands,NE,PSS,1,,,,,POINT_SAMPLEABLE,,SITEINFO
8/13/2015,3792,29.67961,-94.07507,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,29.67961,-94.07507,E2EM,E2EM,FLATS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 151),Jefferson,9-Aug-11,NWCA11-2577,E2EM,ALL-EH,6,FWS,48245,1204020103,Salt Bayou,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Texas Gulf,E2EM,258,Gulf Coast Marsh,NO,,CPL,EH,YES,Mcfaddin National Wildlife Refuge,Fish and Wildlife Service (FWS),Federal,OverSamp,TX,36,L,MIN,Gulf Coast Region,E2EM,Coastal Watersheds,NWCA11-2577,NWCA_PROBABILITY,YES,48,TX,Texas,Target_Sampled,TX,Target,34,Western Gulf Coastal Plain,34g,Texas-Louisiana Coastal Marshes,CSTL_PLAIN,E2EM,1,12765.33457,9.24659,1380.54522,186744.059,RELOCATED_POINT_SAMPLEABLE,-871032.727,SITEINFO
8/13/2015,3793,30.77163,-87.97839,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.7718692,-87.97891761,E2SS,E2EM,DPRSS,Atlantic and Gulf Coastal Plain,"LRR T (MLRA 152A, 152B, 153A)",Baldwin,16-Aug-11,NWCA11-1039,E2EM,ALL-EH,4,Non Federal,1003,316020404,Bayo Sara-Mobile River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,E2SS,259,Eastern Gulf Coast Flatwoods,YES,Mobile Bay,CPL,EH,NO,,,,OverSamp,AL,36,L,MIN,Gulf Coast Region,E2EM,Coastal Watersheds,NWCA11-1039,NWCA_PROBABILITY,YES,1,AL,Alabama,Target_Sampled,AL,Target,75,Southern Coastal Plain,75k,Gulf Barrier Islands and Coastal Marshes,CSTL_PLAIN,E2EM,1,223.79307,8.11398,27.58119,764949.417,RELOCATED_POINT_SAMPLEABLE,-719382.693,SITEINFO
8/13/2015,3794,31.13456,-85.98552,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,31.13464351,-85.98658039,PFO,PFO,DPRSS,Atlantic and Gulf Coastal Plain,LRR P,Geneva,10-Aug-11,NWCA11-1030,CPL-PW,CPL-PRLW,4,Non Federal,1061,314020111,Double Bridges Creek,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region",P,South Atlantic Gulf,PFO,234,Southern Coastal Plain,NO,,CPL,PRLW,NO,,,,OverSamp,AL,14,I,I,,PW,,NWCA11-1030,NWCA_PROBABILITY,YES,1,AL,Alabama,Target_Sampled,AL,Target,65,Southeastern Plains,65g,Dougherty Plain,CSTL_PLAIN,PFO,1,730590.0992,195.74045,3732.44319,950077.355,RELOCATED_POINT_SAMPLEABLE,-661244.375,SITEINFO
8/13/2015,3795,30.48314197,-88.19416632,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.48314197,-88.19416632,PFO,PFO,RIVERINE,Atlantic and Gulf Coastal Plain,"LRR T (MLRA 152A, 152B, 153A)",Mobile,25-Aug-11,NWCA11-1028,CPL-PW,CPL-PRLW,4,Non Federal,1097,316020501,Halls Mill Creek,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,PFO,259,Eastern Gulf Coast Flatwoods,YES,Mobile Bay,CPL,PRLW,NO,,,,OverSamp,AL,13,I,I,Gulf Coast Region,PW,Coastal Watersheds,NWCA11-1028,NWCA_PROBABILITY,YES,1,AL,Alabama,Target_Sampled,AL,Target,75,Southern Coastal Plain,75a,Gulf Coast Flatwoods,CSTL_PLAIN,PFO,1,78899.73083,21.1389,3732.44319,747100.902,POINT_SAMPLEABLE,-753068.045,SITEINFO
8/13/2015,3796,30.38434018,-88.11413662,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.38434018,-88.11413662,PSS,PSS,DPRSS,Atlantic and Gulf Coastal Plain,"LRR T (MLRA 152A, 152B, 153A)",Mobile,23-Aug-11,NWCA11-1003,CPL-PW,CPL-PRLW,4,Non Federal,1097,317000901,Bayou La Batre-Grand Bay Swamp,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,PSS,259,Eastern Gulf Coast Flatwoods,YES,Mobile Bay,CPL,PRLW,NO,,,,Base,,,I,I,Gulf Coast Region,PW,Coastal Watersheds,NWCA11-1003,NWCA_REVISITS,YES,1,AL,Alabama,,AL,,75,Southern Coastal Plain,75a,Gulf Coast Flatwoods,CSTL_PLAIN,PSS,2,,,,,POINT_SAMPLEABLE,,SITEINFO
8/13/2015,3797,44.91911,-124.01266,WMTNS,West,WMT,Western Mountains,44.91899488,-124.0122569,E2EM,PEM,FLATS,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Lincoln,16-Aug-11,NWCA11-4151,W-PH,W-PRLH,10,Non Federal,41041,1710020407,Lower Siletz River-Frontal Pacific Ocean,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,E2EM,5,Sitka Spruce Belt,NO,,W,PRLH,NO,,,,OverSamp,,,M,M,Pacific Coast Region,PH,Coastal Watersheds,NWCA11-4151,NWCA_REVISITS,YES,41,OR,Oregon,,OR,,1,Coast Range,1a,Coastal Lowlands,W_MTNS,PEM,2,,,,,POINT_SAMPLEABLE,,SITEINFO
8/13/2015,3798,44.91912,-124.0127,WMTNS,West,WMT,Western Mountains,44.91899488,-124.0122569,E2EM,PSS,FLATS,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Lincoln,11-Jul-11,NWCA11-4151,W-PW,W-PRLW,10,Non Federal,41041,1710020407,Lower Siletz River-Frontal Pacific Ocean,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,E2EM,5,Sitka Spruce Belt,NO,,W,PRLW,NO,,,,OverSamp,OR,37,M,M,Pacific Coast Region,PW,Coastal Watersheds,NWCA11-4151,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1a,Coastal Lowlands,W_MTNS,PSS,1,537.14306,51.55487,10.41886,-2176590.095,POINT_SAMPLEABLE,1153051.45,SITEINFO
8/13/2015,3801,44.91928,-124.00565,WMTNS,West,WMT,Western Mountains,44.91976848,-124.0051041,E2EM,PEM,FLATS,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Lincoln,9-Aug-11,NWCA11-4147,W-PH,W-PRLH,10,FWS,41041,1710020407,Lower Siletz River-Frontal Pacific Ocean,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,E2EM,5,Sitka Spruce Belt,NO,,W,PRLH,YES,Siletz Bay National Wildlife Refuge,Fish and Wildlife Service (FWS),Federal,OverSamp,OR,37,M,M,Pacific Coast Region,PH,Coastal Watersheds,NWCA11-4147,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1a,Coastal Lowlands,W_MTNS,PEM,1,537.14306,51.55487,10.41886,-2176025.493,RELOCATED_POINT_SAMPLEABLE,1152970.037,SITEINFO
8/13/2015,3802,43.71657,-123.521,WMTNS,West,WMT,Western Mountains,43.71638105,-123.5210853,PSS,PSS,RIVERINE,"Western Mountains, Valleys, and Coast",LRR A (MLRA 1),Douglas,21-Jul-11,NWCA11-4145,W-PW,W-PRLW,10,BLM,41019,1710030303,Elk Creek,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,PSS,1,"Northern Pacific Coast Range, Foothills, and Valleys",NO,,W,PRLW,YES,Oregon,Bureau of Land Management (BLM),Federal,OverSamp,OR,37,M,M,Pacific Coast Region,PW,Coastal Watersheds,NWCA11-4145,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1g,Mid-Coastal Sedimentary,W_MTNS,PSS,1,2103.26098,51.55487,40.79655,-2177780.312,POINT_SAMPLEABLE,1013455.605,SITEINFO
8/13/2015,3803,43.3485,-124.26585,WMTNS,West,WMT,Western Mountains,43.3482429,-124.2655645,PSS,PEM,FRINGE,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Coos,22-Jun-11,NWCA11-4141,W-PH,W-PRLH,10,Non Federal,41011,1710030403,Coos Bay-Frontal Pacific Ocean,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,PSS,5,Sitka Spruce Belt,NO,,W,PRLH,NO,,,,OverSamp,OR,37,I,I,Pacific Coast Region,PH,Coastal Watersheds,NWCA11-4141,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1b,Coastal Uplands,W_MTNS,PEM,1,2103.26098,51.55487,40.79655,-2247009.972,POINT_SAMPLEABLE,991455.441,SITEINFO
8/13/2015,3804,42.75404,-124.0258,WMTNS,West,WMT,Western Mountains,42.7550119,-124.025367,PUBPAB,PSS,SLOPE,"Western Mountains, Valleys, and Coast",LRR A (MLRA 1),Coos,20-Jun-11,NWCA11-4138,W-PW,W-PRLW,10,Forest Service,41011,1710030502,South Fork Coquille River,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,PUBPAB,1,"Northern Pacific Coast Range, Foothills, and Valleys",NO,,W,PRLW,YES,Rogue River-Siskiyou National Forest,Forest Service (USFS),Federal,OverSamp,OR,37,M,M,Pacific Coast Region,PW,Coastal Watersheds,NWCA11-4138,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1g,Mid-Coastal Sedimentary,W_MTNS,PSS,1,609.34502,51.55487,11.81935,-2247733.847,RELOCATED_POINT_SAMPLEABLE,922395.55,SITEINFO
8/13/2015,3805,42.52978,-120.7468,WMTNS,West,WMT,Western Mountains,42.52990498,-120.7465554,PSS,PEM,RIVERINE,"Western Mountains, Valleys, and Coast","LRR A (MLRA 3, 5, 6)",Lake,19-Jul-11,NWCA11-2359,W-PH,W-PRLH,10,Forest Service,41037,1712000601,Upper Chewaucan River,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,PSS,8,"Cascade Mountains, Eastern Slope",NO,,W,PRLH,YES,Augur Creek Research Natural Area,Forest Service (USFS),Federal,OverSamp,OR,3,L,L,,PH,,NWCA11-2359,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,9,Eastern Cascades Slopes and Foothills,9e,Pumice Plateau,W_MTNS,PEM,1,39442.20227,966.80238,40.79655,-1997620.198,POINT_SAMPLEABLE,824952.077,SITEINFO
8/13/2015,3807,44.91772,-124.00729,WMTNS,West,WMT,Western Mountains,44.91777664,-124.0077761,E2EM,PEM,FLATS,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Lincoln,11-Aug-11,NWCA11-2358,W-PH,W-PRLH,10,FWS,41041,1710020407,Lower Siletz River-Frontal Pacific Ocean,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,E2EM,5,Sitka Spruce Belt,NO,,W,PRLH,YES,Siletz Bay National Wildlife Refuge,Fish and Wildlife Service (FWS),Federal,OverSamp,OR,37,M,M,Pacific Coast Region,PH,Coastal Watersheds,NWCA11-2358,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1a,Coastal Lowlands,W_MTNS,PEM,1,537.14306,51.55487,10.41886,-2176291.458,POINT_SAMPLEABLE,1152819.09,SITEINFO
8/13/2015,3808,44.93234,-124.0097,WMTNS,West,WMT,Western Mountains,44.93210011,-124.0089002,PUBPAB,E2EM,TIDAL,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Lincoln,12-Jul-11,NWCA11-2355,E2EM,ALL-EH,10,Non Federal,41041,1710020407,Lower Siletz River-Frontal Pacific Ocean,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,PUBPAB,5,Sitka Spruce Belt,NO,,W,EH,NO,,,,OverSamp,,,M,M,Pacific Coast Region,E2EM,Coastal Watersheds,NWCA11-2355,NWCA_REVISITS,YES,41,OR,Oregon,,OR,,1,Coast Range,1a,Coastal Lowlands,W_MTNS,E2EM,2,,,,,RELOCATED_POINT_SAMPLEABLE,,SITEINFO
8/13/2015,3809,44.93232,-124.00972,WMTNS,West,WMT,Western Mountains,44.93210011,-124.0089002,PUBPAB,E2EM,TIDAL,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Lincoln,7-Jun-11,NWCA11-2355,E2EM,ALL-EH,10,Non Federal,41041,1710020407,Lower Siletz River-Frontal Pacific Ocean,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,PUBPAB,5,Sitka Spruce Belt,NO,,W,EH,NO,,,,OverSamp,OR,37,M,M,Pacific Coast Region,E2EM,Coastal Watersheds,NWCA11-2355,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1a,Coastal Lowlands,W_MTNS,E2EM,1,609.34502,51.55487,11.81935,-2175913.189,RELOCATED_POINT_SAMPLEABLE,1154370.262,SITEINFO
8/13/2015,3810,45.0669,-123.83849,WMTNS,West,WMT,Western Mountains,45.06706931,-123.8384612,PFO,PFO,RIVERINE,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Tillamook,9-Jun-11,NWCA11-2350,W-PW,W-PRLW,10,Forest Service,41057,1710020301,Little Nestucca River,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,PFO,5,Sitka Spruce Belt,YES,Tillamook Estuaries,W,PRLW,YES,Siuslaw National Forest,Forest Service (USFS),Federal,OverSamp,OR,37,I,I,Pacific Coast Region,PW,Coastal Watersheds,NWCA11-2350,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1d,Volcanics,W_MTNS,PFO,1,1109.17103,51.55487,21.51438,-2158717.554,POINT_SAMPLEABLE,1164858.68,SITEINFO
8/13/2015,3811,44.91844,-124.00565,WMTNS,West,WMT,Western Mountains,44.91909855,-124.0051739,E2EM,PEM,FLATS,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Lincoln,10-Aug-11,NWCA11-2343,W-PH,W-PRLH,10,FWS,41041,1710020407,Lower Siletz River-Frontal Pacific Ocean,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,E2EM,5,Sitka Spruce Belt,NO,,W,PRLH,YES,Siletz Bay National Wildlife Refuge,Fish and Wildlife Service (FWS),Federal,Base,OR,37,M,M,Pacific Coast Region,PH,Coastal Watersheds,NWCA11-2343,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1a,Coastal Lowlands,W_MTNS,PEM,1,537.14306,51.55487,10.41886,-2176052.414,RELOCATED_POINT_SAMPLEABLE,1152900.287,SITEINFO
8/13/2015,3812,43.34758,-124.26691,WMTNS,West,WMT,Western Mountains,43.34817505,-124.2665602,PEM,PEM,SLOPE,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Coos,23-Jun-11,NWCA11-2342,W-PH,W-PRLH,10,Non Federal,41011,1710030403,Coos Bay-Frontal Pacific Ocean,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,PEM,5,Sitka Spruce Belt,NO,,W,PRLH,NO,,,,Base,OR,37,I,I,Pacific Coast Region,PH,Coastal Watersheds,NWCA11-2342,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1b,Coastal Uplands,W_MTNS,PEM,1,9333.66127,51.55487,181.04324,-2247088.995,POINT_SAMPLEABLE,991471.74,SITEINFO
8/13/2015,3822,44.91864,-124.00863,WMTNS,West,WMT,Western Mountains,44.91874494,-124.0085989,E2EM,PEM,FLATS,"Western Mountains, Valleys, and Coast","LRR A (MLRA 2, 4A, 4B)",Lincoln,8-Aug-11,NWCA11-2339,W-PH,W-PRLH,10,FWS,41041,1710020407,Lower Siletz River-Frontal Pacific Ocean,"Northwestern Forest, Forage, and Specialty Crop Region",A,Pacific Northwest,E2EM,5,Sitka Spruce Belt,NO,,W,PRLH,YES,Siletz Bay National Wildlife Refuge,Fish and Wildlife Service (FWS),Federal,Base,OR,37,M,M,Pacific Coast Region,PH,Coastal Watersheds,NWCA11-2339,NWCA_PROBABILITY,YES,41,OR,Oregon,Target_Sampled,OR,Target,1,Coast Range,1a,Coastal Lowlands,W_MTNS,PEM,1,537.14306,51.55487,10.41886,-2176322.227,POINT_SAMPLEABLE,1152941.058,SITEINFO
8/13/2015,3823,34.83456169,-77.18316384,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,34.83456169,-77.18316384,PFO,PFO,RIVERINE,Atlantic and Gulf Coastal Plain,"LRR T (MLRA 152A, 152B, 153A)",Onslow,20-Jul-11,NWCA11-2078,CPL-PW,CPL-PRLW,4,Non Federal,37133,302030101,Headwaters White Oak River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,PFO,261,Atlantic Coast Flatwoods,NO,,CPL,PRLW,YES,White Oak River Impoundment Game Land,State Department of Conservation,State,OverSamp,NC,13,L,MIN,South East Coast Region,PW,Coastal Watersheds,NWCA11-2078,NWCA_PROBABILITY,YES,37,NC,North Carolina,Target_Sampled,NC,Target,63,Middle Atlantic Coastal Plain,63h,Carolina Flatwoods,CSTL_PLAIN,PFO,1,209190.5739,48.85132,4282.18836,1695780.057,POINT_SAMPLEABLE,-130058.834,SITEINFO
8/13/2015,3824,35.69826187,-76.23531035,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,35.69826187,-76.23531035,PF,PF,FLATS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153B),Tyrrell,11-Jul-11,NWCA11-2072,CPL-PH,CPL-PRLH,4,Non Federal,37177,301020508,Gum Neck-Alligator River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,PF,262,Tidewater Area,YES,Albemarle-Pamlico Sounds,CPL,PRLH,YES,Wetlands Reserve Program,Private Landowner,Private,OverSamp,NC,13,I,I,South East Coast Region,PH,Coastal Watersheds,NWCA11-2072,NWCA_PROBABILITY,YES,37,NC,North Carolina,Target_Sampled,NC,Target,63,Middle Atlantic Coastal Plain,63c,Swamps and Peatlands,CSTL_PLAIN,PF,1,1962.21297,48.85132,40.16704,1760037.614,POINT_SAMPLEABLE,-18148.367,SITEINFO
8/13/2015,3828,35.09148817,-77.47399949,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,35.09148817,-77.47399949,PFO,PEM,FLATS,Atlantic and Gulf Coastal Plain,"LRR T (MLRA 152A, 152B, 153A)",Jones,18-Jul-11,NWCA11-2067,CPL-PH,CPL-PRLH,4,Non Federal,37103,302020402,Middle Trent River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,PFO,261,Atlantic Coast Flatwoods,YES,Albemarle-Pamlico Sounds,CPL,PRLH,NO,,,,Base,NC,13,M,M,South East Coast Region,PH,Coastal Watersheds,NWCA11-2067,NWCA_PROBABILITY,YES,37,NC,North Carolina,Target_Sampled,NC,Target,63,Middle Atlantic Coastal Plain,63h,Carolina Flatwoods,CSTL_PLAIN,PEM,1,209190.5739,48.85132,4282.18836,1664337.121,POINT_SAMPLEABLE,-107008.147,SITEINFO
8/13/2015,3830,35.6953595,-76.23517298,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,35.6953595,-76.23517298,PF,PF,FLATS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153B),Tyrrell,14-Jul-11,NWCA11-2056,CPL-PH,CPL-PRLH,4,Non Federal,37177,301020508,Gum Neck-Alligator River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,PF,262,Tidewater Area,YES,Albemarle-Pamlico Sounds,CPL,PRLH,YES,Wetlands Reserve Program,Private Landowner,Private,Base,NC,13,I,I,South East Coast Region,PH,Coastal Watersheds,NWCA11-2056,NWCA_PROBABILITY,YES,37,NC,North Carolina,Target_Sampled,NC,Target,63,Middle Atlantic Coastal Plain,63c,Swamps and Peatlands,CSTL_PLAIN,PF,1,1962.21297,48.85132,40.16704,1760116.764,POINT_SAMPLEABLE,-18463.76,SITEINFO
8/13/2015,3832,35.69468144,-76.22722565,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,35.69468144,-76.22722565,PF,PF,FLATS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 153B),Tyrrell,13-Jul-11,NWCA11-2044,CPL-PH,CPL-PRLH,4,Non Federal,37177,301020508,Gum Neck-Alligator River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,PF,262,Tidewater Area,YES,Albemarle-Pamlico Sounds,CPL,PRLH,YES,Wetlands Reserve Program,Private Landowner,Private,Base,NC,13,I,I,South East Coast Region,PH,Coastal Watersheds,NWCA11-2044,NWCA_PROBABILITY,YES,37,NC,North Carolina,Target_Sampled,NC,Target,63,Middle Atlantic Coastal Plain,63c,Swamps and Peatlands,CSTL_PLAIN,PF,1,1962.21297,48.85132,40.16704,1760829.938,POINT_SAMPLEABLE,-18390.814,SITEINFO
8/13/2015,3834,34.88890727,-77.42652858,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,34.88890727,-77.42652858,PFO,PSS,FLATS,Atlantic and Gulf Coastal Plain,"LRR T (MLRA 152A, 152B, 153A)",Onslow,19-Jul-11,NWCA11-2034,CPL-PW,CPL-PRLW,4,Non Federal,37133,302030201,Headwaters New River,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,South Atlantic Gulf,PFO,261,Atlantic Coast Flatwoods,NO,,CPL,PRLW,NO,,,,Base,NC,13,L,MIN,South East Coast Region,PW,Coastal Watersheds,NWCA11-2034,NWCA_PROBABILITY,YES,37,NC,North Carolina,Target_Sampled,NC,Target,63,Middle Atlantic Coastal Plain,63c,Swamps and Peatlands,CSTL_PLAIN,PSS,1,209190.5739,48.85132,4282.18836,1672949.108,POINT_SAMPLEABLE,-128409.857,SITEINFO
